u,v,codigo,sentido,rodovia,situacao,pavimentada,extensao_km,tmd_der,v_limite,v_livre_tomtom,tomtom_compartilhado,faixas_estimadas,capacidade_estimada,tem_contagem,vol_7h,vc_7h,vol_18h,vc_18h,K_observado,t_livre_s
248,249,310EDF0050,crescente,DF-310,IMP,False,4.0,92.0,,,False,1,600,False,,,,,,
249,248,310EDF0050,decrescente,DF-310,IMP,False,4.0,92.0,,,False,1,600,False,,,,,,
249,250,310EDF0070,crescente,DF-310,IMP,False,3.0,26.0,,,False,1,600,False,,,,,,
250,249,310EDF0070,decrescente,DF-310,IMP,False,3.0,26.0,,,False,1,600,False,,,,,,
250,251,310EDF0090,crescente,DF-310,IMP,False,2.0,26.0,,,False,1,600,False,,,,,,
251,250,310EDF0090,decrescente,DF-310,IMP,False,2.0,26.0,,,False,1,600,False,,,,,,
251,98,310EDF0110,crescente,DF-310,IMP,False,5.0,26.0,,,False,1,600,False,,,,,,
98,251,310EDF0110,decrescente,DF-310,IMP,False,5.0,26.0,,,False,1,600,False,,,,,,
212,252,320EDF0010,crescente,DF-320,PAV,True,1.6,763.0,,86.0,True,1,1400,False,,,,,,66.97674418604652
252,212,320EDF0010,decrescente,DF-320,PAV,True,1.6,763.0,,86.0,True,1,1400,False,,,,,,66.97674418604652
252,253,320EDF0030,crescente,DF-320,PAV,True,5.4,763.0,,86.0,True,1,1400,False,,,,,,226.046511627907
253,252,320EDF0030,decrescente,DF-320,PAV,True,5.4,763.0,,86.0,True,1,1400,False,,,,,,226.046511627907
253,254,320EDF0050,crescente,DF-320,PAV,True,2.9,265.0,,,False,1,1400,False,,,,,,
254,253,320EDF0050,decrescente,DF-320,PAV,True,2.9,265.0,,,False,1,1400,False,,,,,,
254,255,320EDF0060,crescente,DF-320,PAV,True,8.0,265.0,,,False,1,1400,False,,,,,,
255,254,320EDF0060,decrescente,DF-320,PAV,True,8.0,265.0,,,False,1,1400,False,,,,,,
255,256,320EDF0070,crescente,DF-320,IMP,False,6.0,101.0,,,False,1,600,False,,,,,,
256,255,320EDF0070,decrescente,DF-320,IMP,False,6.0,101.0,,,False,1,600,False,,,,,,
256,257,320EDF0090,crescente,DF-320,IMP,False,0.8,101.0,,,False,1,600,False,,,,,,
257,256,320EDF0090,decrescente,DF-320,IMP,False,0.8,101.0,,,False,1,600,False,,,,,,
257,258,320EDF0110,crescente,DF-320,IMP,False,2.8,101.0,,,False,1,600,False,,,,,,
258,257,320EDF0110,decrescente,DF-320,IMP,False,2.8,101.0,,,False,1,600,False,,,,,,
258,99,320EDF0130,crescente,DF-320,IMP,False,8.3,101.0,,,False,1,600,False,,,,,,
99,258,320EDF0130,decrescente,DF-320,IMP,False,8.3,101.0,,,False,1,600,False,,,,,,
259,260,322EDF0010,crescente,DF-322,IMP,False,3.5,245.0,,,False,1,600,False,,,,,,
260,259,322EDF0010,decrescente,DF-322,IMP,False,3.5,245.0,,,False,1,600,False,,,,,,
260,261,322EDF0030,crescente,DF-322,IMP,False,8.1,245.0,,,False,1,600,False,,,,,,
261,260,322EDF0030,decrescente,DF-322,IMP,False,8.1,245.0,,,False,1,600,False,,,,,,
261,224,322EDF0050,crescente,DF-322,IMP,False,3.8,245.0,,,False,1,600,False,,,,,,
224,261,322EDF0050,decrescente,DF-322,IMP,False,3.8,245.0,,,False,1,600,False,,,,,,
225,262,322EDF0090,crescente,DF-322,IMP,False,5.0,262.0,,,False,1,600,False,,,,,,
262,225,322EDF0090,decrescente,DF-322,IMP,False,5.0,262.0,,,False,1,600,False,,,,,,
262,228,322EDF0110,crescente,DF-322,IMP,False,2.0,262.0,,,False,1,600,False,,,,,,
228,262,322EDF0110,decrescente,DF-322,IMP,False,2.0,262.0,,,False,1,600,False,,,,,,
189,263,326EDF0010,crescente,DF-326,EOP,False,5.5,305.0,,59.0,True,1,800,False,,,,,,335.59322033898303
263,189,326EDF0010,decrescente,DF-326,EOP,False,5.5,305.0,,59.0,True,1,800,False,,,,,,335.59322033898303
263,264,326EDF0030,crescente,DF-326,PAV,True,0.4,575.0,,60.0,True,1,1400,False,,,,,,24.0
264,263,326EDF0030,decrescente,DF-326,PAV,True,0.4,575.0,,60.0,True,1,1400,False,,,,,,24.0
264,265,326EDF0050,crescente,DF-326,IMP,False,4.0,575.0,,43.0,False,1,600,False,,,,,,334.8837209302325
265,264,326EDF0050,decrescente,DF-326,IMP,False,4.0,575.0,,43.0,False,1,600,False,,,,,,334.8837209302325
266,267,330EDF0010,crescente,DF-330,IMP,False,6.8,3657.0,,,False,1,600,False,,,,,,
267,266,330EDF0010,decrescente,DF-330,IMP,False,6.8,3657.0,,,False,1,600,False,,,,,,
267,209,330EDF0030,crescente,DF-330,EOP,False,6.4,3657.0,,62.0,True,1,800,False,,,,,,371.61290322580646
209,267,330EDF0030,decrescente,DF-330,EOP,False,6.4,3657.0,,62.0,True,1,800,False,,,,,,371.61290322580646
263,268,335EDF0010,crescente,DF-335,IMP,False,5.0,236.0,,61.0,True,1,600,False,,,,,,295.08196721311475
268,263,335EDF0010,decrescente,DF-335,IMP,False,5.0,236.0,,61.0,True,1,600,False,,,,,,295.08196721311475
269,270,335EDF0050,crescente,DF-335,IMP,False,7.0,205.0,,73.0,True,1,600,False,,,,,,345.20547945205476
270,269,335EDF0050,decrescente,DF-335,IMP,False,7.0,205.0,,73.0,True,1,600,False,,,,,,345.20547945205476
270,271,335EDF0070,crescente,DF-335,PAV,True,2.3,205.0,,73.0,True,1,1400,False,,,,,,113.42465753424656
271,270,335EDF0070,decrescente,DF-335,PAV,True,2.3,205.0,,73.0,True,1,1400,False,,,,,,113.42465753424656
271,162,335EDF0090,crescente,DF-335,IMP,False,9.0,193.0,,51.0,True,1,600,False,,,,,,635.2941176470589
162,271,335EDF0090,decrescente,DF-335,IMP,False,9.0,193.0,,51.0,True,1,600,False,,,,,,635.2941176470589
272,192,345EDF0010,crescente,DF-345,PAV,True,2.3,1453.0,60.0,88.0,False,1,1400,False,,,,,,94.09090909090908
192,272,345EDF0010,decrescente,DF-345,PAV,True,2.3,1453.0,60.0,88.0,False,1,1400,False,,,,,,94.09090909090908
192,273,345EDF0030,crescente,DF-345,PAV,True,4.6,2295.0,60.0,91.0,True,1,1400,False,,,,,,181.97802197802196
273,192,345EDF0030,decrescente,DF-345,PAV,True,4.6,2295.0,60.0,91.0,True,1,1400,False,,,,,,181.97802197802196
273,274,345EDF0050,crescente,DF-345,PAV,True,4.1,2011.0,60.0,91.0,True,1,1400,False,,,,,,162.1978021978022
274,273,345EDF0050,decrescente,DF-345,PAV,True,4.1,2011.0,60.0,91.0,True,1,1400,False,,,,,,162.1978021978022
274,202,345EDF0070,crescente,DF-345,PAV,True,9.6,3189.0,60.0,75.0,False,1,1400,False,,,,,,460.8
202,274,345EDF0070,decrescente,DF-345,PAV,True,9.6,3189.0,60.0,75.0,False,1,1400,False,,,,,,460.8
211,275,353EDF0010,crescente,DF-353,IMP,False,2.8,48.0,,50.0,True,1,600,False,,,,,,201.59999999999997
275,211,353EDF0010,decrescente,DF-353,IMP,False,2.8,48.0,,50.0,True,1,600,False,,,,,,201.59999999999997
275,276,353EDF0030,crescente,DF-353,IMP,False,7.0,48.0,,51.0,True,1,600,False,,,,,,494.1176470588236
276,275,353EDF0030,decrescente,DF-353,IMP,False,7.0,48.0,,51.0,True,1,600,False,,,,,,494.1176470588236
276,277,353EDF0050,crescente,DF-353,IMP,False,3.0,48.0,,51.0,True,1,600,False,,,,,,211.76470588235293
277,276,353EDF0050,decrescente,DF-353,IMP,False,3.0,48.0,,51.0,True,1,600,False,,,,,,211.76470588235293
277,278,353EDF0070,crescente,DF-353,IMP,False,1.2,48.0,,50.0,True,1,600,False,,,,,,86.4
278,277,353EDF0070,decrescente,DF-353,IMP,False,1.2,48.0,,50.0,True,1,600,False,,,,,,86.4
278,207,353EDF0090,crescente,DF-353,IMP,False,2.7,48.0,,50.0,True,1,600,False,,,,,,194.40000000000003
207,278,353EDF0090,decrescente,DF-353,IMP,False,2.7,48.0,,50.0,True,1,600,False,,,,,,194.40000000000003
152,119,355EDF0010,crescente,DF-355,PAV,True,6.9,632.0,,70.0,True,1,1400,False,,,,,,354.8571428571429
119,152,355EDF0010,decrescente,DF-355,PAV,True,6.9,632.0,,70.0,True,1,1400,False,,,,,,354.8571428571429
119,279,355EDF0030,crescente,DF-355,PAV,True,4.5,284.0,,,False,1,1400,False,,,,,,
279,119,355EDF0030,decrescente,DF-355,PAV,True,4.5,284.0,,,False,1,1400,False,,,,,,
279,259,355EDF0050,crescente,DF-355,PAV,True,8.0,284.0,,,False,1,1400,False,,,,,,
259,279,355EDF0050,decrescente,DF-355,PAV,True,8.0,284.0,,,False,1,1400,False,,,,,,
259,253,355EDF0070,crescente,DF-355,PAV,True,1.5,546.0,,86.0,True,1,1400,False,,,,,,62.7906976744186
253,259,355EDF0070,decrescente,DF-355,PAV,True,1.5,546.0,,86.0,True,1,1400,False,,,,,,62.7906976744186
280,281,405EDF0010,crescente,DF-405,IMP,False,2.8,392.0,,58.0,True,1,600,False,,,,,,173.79310344827587
281,280,405EDF0010,decrescente,DF-405,IMP,False,2.8,392.0,,58.0,True,1,600,False,,,,,,173.79310344827587
281,282,405EDF0030,crescente,DF-405,IMP,False,1.0,392.0,,58.0,True,1,600,False,,,,,,62.06896551724138
282,281,405EDF0030,decrescente,DF-405,IMP,False,1.0,392.0,,58.0,True,1,600,False,,,,,,62.06896551724138
282,193,405EDF0050,crescente,DF-405,IMP,False,3.4,178.0,,58.0,True,1,600,False,,,,,,211.0344827586207
193,282,405EDF0050,decrescente,DF-405,IMP,False,3.4,178.0,,58.0,True,1,600,False,,,,,,211.0344827586207
283,284,410EDF0010,crescente,DF-410,IMP,False,4.4,464.0,,64.0,True,1,600,False,,,,,,247.50000000000003
284,283,410EDF0010,decrescente,DF-410,IMP,False,4.4,464.0,,64.0,True,1,600,False,,,,,,247.50000000000003
284,285,410EDF0030,crescente,DF-410,IMP,False,0.8,464.0,,63.0,False,1,600,False,,,,,,45.714285714285715
285,284,410EDF0030,decrescente,DF-410,IMP,False,0.8,464.0,,63.0,False,1,600,False,,,,,,45.714285714285715
285,205,410EDF0050,crescente,DF-410,IMP,False,1.8,464.0,,64.0,True,1,600,False,,,,,,101.25
205,285,410EDF0050,decrescente,DF-410,IMP,False,1.8,464.0,,64.0,True,1,600,False,,,,,,101.25
286,287,415EDF0010,crescente,DF-415,IMP,False,6.6,192.0,,47.0,True,1,600,False,,,,,,505.53191489361694
287,286,415EDF0010,decrescente,DF-415,IMP,False,6.6,192.0,,47.0,True,1,600,False,,,,,,505.53191489361694
287,288,415EDF0030,crescente,DF-415,IMP,False,2.5,749.0,,71.0,True,1,600,False,,,,,,126.7605633802817
288,287,415EDF0030,decrescente,DF-415,IMP,False,2.5,749.0,,71.0,True,1,600,False,,,,,,126.7605633802817
289,290,430EDF0010,crescente,DF-430,PAV,True,5.5,4485.0,60.0,61.0,True,1,1400,False,,,,,,324.59016393442624
290,289,430EDF0010,decrescente,DF-430,PAV,True,5.5,4485.0,60.0,61.0,True,1,1400,False,,,,,,324.59016393442624
290,291,430EDF0030,crescente,DF-430,PAV,True,0.2,6114.0,60.0,61.0,True,1,1400,False,,,,,,11.80327868852459
291,290,430EDF0030,decrescente,DF-430,PAV,True,0.2,6114.0,60.0,61.0,True,1,1400,False,,,,,,11.80327868852459
291,292,430EDF0050,crescente,DF-430,PAV,True,3.2,6114.0,60.0,59.0,False,1,1400,False,,,,,,195.2542372881356
292,291,430EDF0050,decrescente,DF-430,PAV,True,3.2,6114.0,60.0,59.0,False,1,1400,False,,,,,,195.2542372881356
292,27,430EDF0070,crescente,DF-430,PAV,True,2.4,6114.0,60.0,61.0,True,1,1400,False,,,,,,141.63934426229508
27,292,430EDF0070,decrescente,DF-430,PAV,True,2.4,6114.0,60.0,61.0,True,1,1400,False,,,,,,141.63934426229508
293,294,435EDF0010,crescente,DF-435,PAV,True,1.2,1270.0,,57.0,False,1,1400,False,,,,,,75.78947368421052
294,293,435EDF0010,decrescente,DF-435,PAV,True,1.2,1270.0,,57.0,False,1,1400,False,,,,,,75.78947368421052
294,295,435EDF0030,crescente,DF-435,PAV,True,3.0,1270.0,,53.0,False,1,1400,False,,,,,,203.77358490566039
295,294,435EDF0030,decrescente,DF-435,PAV,True,3.0,1270.0,,53.0,False,1,1400,False,,,,,,203.77358490566039
296,26,435EDF0070,crescente,DF-435,IMP,False,4.0,82.0,,63.0,True,1,600,False,,,,,,228.57142857142856
26,296,435EDF0070,decrescente,DF-435,IMP,False,4.0,82.0,,63.0,True,1,600,False,,,,,,228.57142857142856
297,298,440EDF0010,crescente,DF-440,PAV,True,1.0,13682.0,,67.0,True,1,1400,False,,,,,,53.73134328358209
